"nudge
prod","nudge, prod","nudge, prod",,
numerous,numerous,numerous,,
obstruct,obstruct,obstruct,,
off,off of,off of,,
off,off of him/it,off of,,
off,"off, off of him/it","off, off of",,
oily,oily,oily,,
Ojibwa,Ojibwa,Ojibwa,,
old,old,old,,
old,old (not new),old (not new),,
older brother,older brother,older brother,,
"omit
leave out","omit, leave out","omit, leave out",,
on,on,on,,
ahead,on ahead,on ahead,,
,on and off,on and off,,
on board,on board,on board,,
,"on both sides, both ends","on both sides, both ends",,
on,on him/it,on,,
,on its side,on its side,,
,on one side,on one side,,
,"on one's/its own, by one-/itself","on one's own, by oneself",SHOULD WE JUST PUT IN 'ALONE'?,
on,on something,on something,,
,on the left side,on the left side,,
,on the opposite side,on the opposite side,,
,on the other side of water,on the other side of water,,
,on the right side,on the right side,THIS IS ADJ 'RIGHT' HERE,
top,on top,on top,,
top,on top of,on top of,,
"top
on","on top of, on, surface contact","on top of, on, surface contact",,
top,"on top of, surface contact","on top of, surface contact",,
top,"on top, hence surface-dwelling","on top, hence surface-dwelling",,
top,"on top, surface-dwelling","on top, surface-dwelling",,
"top
up","on top, up","on top, up",,
one,one,one,,
"one
alone","one, alone","one, alone",,
"one
other","one, other","one, other",,
only,only,only,,
open,open,open,V OR ADJ?,
,open eyes,open eyes,,
peek,"open slightly, peek",peek,open slightly,
open (V),open up,open up,,
"open (V)
part (V)","open, part","open, part",,
"open (A)
through","open, through","open, through",,
"open (V)
unlock","open, unlock","open, unlock",,
"openly
fearlessly","openly, fearlessly","openly, fearlessly",,
"openly
fearlessly
bluntly
openly
back out","openly, fearlessly, bluntly, openly, back out","openly, fearlessly, bluntly, openly, back out",,
,opposite direction,opposite direction,,
opposite,opposite each other,opposite each other,,
oppress,oppress,oppress,,
ordinary,ordinary,ordinary,,
"ordinary
common","ordinary, common ","ordinary, common ",,
"ordinary
Indian","ordinary, Indian","ordinary, Indian",,
"ordinary
plain","ordinary, plain","ordinary, plain",,
other,other,other,,
otherwise,"otherwise, other way",otherwise,other way,
otter,otter,otter,,
out,out,out,,
out,"out (of a building or room), into the outdoors","out (of a building, room)",into the outdoors,
,out around him/it,out around,,
,out from water,out from water,,
,out front,out front,,
out of,out of,out of,,
,out of a liquid,out of a liquid,,
,"out of a liquid, serve food","out of a liquid, serve food",,
out of,out of enclosure,out of enclosure,,
out of,out of enclosure or entanglement,"out of enclosure, entanglement",,
out of,out of him/it,out of,,
,out of sight,out of sight,,
,out of sight underwater or underground,"out of sight underwater, underground",,
,out of the water,out of the water,,
,out of the way,out of the way,,
,out of view below a surface (ground or water),"out of view below a surface (ground, water)",,
,out of water,out of water,,
,en direction du large,out to sea,,
"out
of","out, of","out, of",,
"out
out of","out, out of him/it","out, out of",,
emergent,"out(ward), emergent",emergent,out(ward),
outside,outside,outside,,
over,over,over,,
,over (to the other side of) him/it,over (to the other side of),,
,over in line of sight,over in line of sight,,
,"over the top, on the other side of hills, mountains, etc.","over the top, on the other side of hills, mountains, etc.",,
exchange,"over to the other side, over to the other side of him/it; in exchange, exchange",exchange,"over to the other side, over to the other side of; in exchange",
"over
across","over, across","over, across",,
overheard,overheard,overheard,,
overnight,overnight,overnight,,
overtake,overtake,overtake,,
"overturn
flip over","overturn, flip over","overturn, flip over",,
own,own,own,,
"pack
off
aside","pack; off, aside","pack; off, aside",,
paddle,paddle,paddle,,
pain,pain,pain,,
"paint
color","paint, color","paint, color",,
pale,pale (white),pale (white),,
,par erreur,by mistake,,
speak,parler,speak,,
partially,partially,partially,,
"partially
incompletely","en partie, incomplètement","partially, incompletely",,
"particle
hair
feather","particles, hair, feathers","particles, hair, feathers",,
partly,partly,partly,,
partly,"partly, for a while",partly,for a while,
reach,parvenir,reach,,
pass,pass,pass,,
past,past,past,,
"path
road","path, road","path, road",,
patient,patient,patient,,
"patient
faithful","patient, faithful","patient, faithful",,
peace,peace,peace,,
"peck
knock","peck, knock (repeated action)","peck, knock (repeated action)",,
peel,peel,peel,,
peel (N),peel (thin surface),peel (thin surface),,
penetrate,penetrate,penetrate,,
enter,pénétrer,enter,,
perched,perched on him/it,perched on,,
"perfectly
exemplary","perfectly, exemplary; nice and (round, long, etc.)","perfectly, exemplary","nice and (round, long, etc.)",
perforate,perforate,perforate,,
,"perked, flutter ??, ripple ??","perked, flutter ??, ripple ??",,
permanent ,permanent ,permanent ,,
,personal pronoun,personal pronoun,,
"pick up
gather","pick up, gather","pick up, gather",,
"pick up
take","pick up, take","pick up, take",,
"pick
gather","pick, gather","pick, gather",,
"pick
harvest","pick, harvest","pick, harvest",,
pick up,picked up,pick up,,
piece,"pieces, small","pieces, small",,
pierce,pierce,pierce,,
pigeon,pigeon,pigeon,,
pike,pike,pike,,
pile up,pile up,pile up,,
"pile (N)
bundle","pile, bundle","pile, bundle",,
"pile
stack","pile, stack","pile, stack",LEX CAT OF BOTH?,
pin,pin,pin,,
pink,pink,pink,,
pipe,pipe,pipe,,
pitiful,pitiful,pitiful,,
"pitiful
piteous","pitiful, piteous","pitiful, piteous",,
pity,pity,pity,,
placate,placate,placate,,
place,place,place,,
placed,placed,placed,,
"plain
bare","plain, bare, out in the open","plain, bare",out in the open,
plant,plant,plant,,
play,play,play,,
pleasant,pleasant,pleasant,,
please,pleasing,pleasing,,
plenty,plenty,plenty,,
"pluck
detach","pluck, detach","pluck, detach",,
several,plusieurs,several,,
pointed,pointed,pointed,,
poke,poke,poke,,
poor,poor,poor,,
"poor
badly","poor, badly","poor, badly",,
"poorly
unskilled","poorly, unskilled","poorly, unskilled",,
pop,"pop, sudden sound",pop,sudden sound,
popular,popular,popular,,
porcupine,porcupine,porcupine,,
position,position,position,,
potato,potato,potato,,
pound,pound,pound,,
pour,pour,pour,,
pour out,pour out (intransitive),pour out,,
"practice
expertise
depart","practise, expertise; depart","practice, expertise; depart",,
pray,pray,pray,,
prepare,prepare,prepare,,
"prepare
ready","prepare, ready","prepare, ready",,
"prepared
ready","prepared, ready","prepared, ready",,
press,press,press,,
press,press against,press against,,
"press down
hold","press down, hold","press down, hold",,
"press down
hold down","press down, hold down","press down, hold down",,
,press upon,press upon,,
"press
force","press, force","press, force",,
"press
jab","press, jab","press, jab",,
pretend,pretend to do s.t.,pretend to do s.t.,,
"pretty
ready","pretty, ready","pretty, ready",,
"prick
peck","prick, peck","prick, peck",,
"prick
pierce
stick
stuck","prick, pierce, stick, stuck","prick, pierce, stick, stuck",,
prick,prickly,prickly,,
promise,promise,promise,,
"prone
flat","prone, flat","prone, flat",,
,pronominal,pronominal,,
"proper
straight
upright
correct","proper, straight, upright, correct","proper, straight, upright, correct",,
proper,properly,properly,,
,(properly) arranged,properly arranged,,
"properly
know how","properly, know how to",,,
propitiously,"propitiously, by good nature",propitiously,by good nature,
prostrate,prostrate,prostrate,,
"protrude
emerge","protrude, emerge","protrude, emerge",,
"protrude
erect",protrude/erect,"protrude, erect",,
,proximate deictic root,proximate deictic root,,
"pull out
extract","pull out, extract","pull out, extract",,
pull through,pull through,pull through,,
"pull
take","pull, take","pull, take",,
punish,punish,punish,,
purple,purple,purple,,
pursue,pursue,pursue,,
"pursue
go after","pursue, go after","pursue, go after",,
"pursue
hunt","pursue, hunt","pursue, hunt",,
push,push,push,,
put away,put away,put away,,
put in,put in,put in,,
put on,put on,put on,,
"put on
dress (V)",put on (clothing),put on (clothing),,
"put on
dress (V)","put on clothes, dress","put on clothes, dress",,
"put on
fasten","put on, fasten","put on, fasten",,
"put on
wear
attach","put on, wear, attach","put on, wear, attach",,
"quarrel
attack","quarrel, attack","quarrel, attack",,
four,quatre,four,,
question,question,question,,
quick,quick,quick,,
"quick
clever","quick, clever","quick, clever",,
quickly,quickly,quickly,,
"quickly
soon","quickly, soon","quickly, soon",,
quiet,quiet,quiet,,
quiver,quiver,quiver,LEX CAT?,
"quiver (V)
shake","quiver, shake","quiver, shake",,
"rabbit
hare","rabbit, hare","rabbit, hare",,
raccoon,raccoon,raccoon,,
rain,rain,rain,,
raise up,raise up,raise up,,
"rapid
fast (A)","rapid, fast","rapid, fast",,
rare,"rare, not done",rare,not done,
rash,rash,rash,,
raspberry,raspberry,raspberry,,
rattle,rattle,rattle,,
raw,raw,raw,,
"raw
green",raw or green,"raw, green",,
"raw
fresh","raw, fresh","raw, fresh",,
"razor
shave","razor, shave","razor, shave",,
again,"re-, again","re-, again",,
"suffice
enough","reach all the way, suffice, enough","suffice, enough",reach all the way,
arrive,"reach endpoint, destination, arrive, to a place",arrive,"reach endpoint, destination, to a place",
"reach
arrive","reach, arrive","reach, arrive",,
"real
genuine","real, genuine","real, genuine",,
really,really,really,,
recognize,recognize,recognize,,
"recognize
comprehend","recognize, comprehend","recognize, comprehend",,
"recommence
restart","recommence doing s.t., start doing s.t. after stopping","recommence doing s.t., start doing s.t. after stopping",,
"recover
return","recover, return","recover, return",,
red,red,red,,
vermilion,"red ochre, vermillion",vermilion,red ochre,
"red
blood","red, blood","red, blood",,
"reed
thatch","reed, thatch","reed, thatch",,
reflect,reflect,reflect,,
regret,regret,regret,,
rejoice,rejoice,rejoice,,
"relate
declare","relate, declare","relate, declare",,
released,released,released,,
remain,remain,remain,,
remove,remove,remove,,
,remove (clothes),remove (clothes),,
,remove from water,remove from water,,
,remove snow,remove snow,,
"remove
bare","remove, bare","remove, bare",,
"remove
gone
erase
disappear","remove, gone, erase, disappear","remove, gone, erase, disappear",,
remove,"remove, hang to dry, out of water",remove,"hang to dry, out of water",
renew,renew,renew,,
"renew
rewrite","renew, write s.t. anew","renew, write s.t. anew",,
repeat,repeat; back together,repeat,back together,
respect,respect,respect,,
rest,rest,rest,,
"rest
cease","rest, cease","rest, cease",,
"restless
fidgety","restless, fidgety","restless, fidgety",,
restrain,restrain,restrain,,
"restrain
forbid","restrain, forbid","restrain, forbid",,
,resumptive pronominal root,resumptive pronominal root,,
"delayed
hindered","retardé, entravé","delayed, hindered",,
return,return,return,,
,return home,return home,,
succeed,réussir,succeed,,
"reveal
uncover","reveal, uncover","reveal, uncover",,
back,"reverse direction, back",back,reverse direction,
ridge,ridge,ridge,,
,ridge shape,ridge shape,,
right,right,right,WHICH SENSE?,
next to,right next to,right next to,THIS IS ADV 'RIGHT',
,right side up,right side up,THIS IS ADJ 'RIGHT',
supine,"right side up, supine",supine,right side up,THIS IS ADJ 'RIGHT'
"right (ADJ)
correct","right, correct","right, correct",,
"right (ADJ)
proper","right, proper","right, proper",,
ring,ring,ring,,
rip,rip,rip,,
ripe,ripe,ripe,,
rise,rise,rise,,
"rise (N)
hill","rise, hill","rise, hill",,
road,road,road,,
roast,roast,roast,,
rob,rob,rob,,
"rock (V)
swing","rock, swing","rock, swing",,
roe,roe,roe,,
roll,roll,roll,,
"roll
wind (V)","roll, wind","roll, wind",,
root,root,root,,
rotten,rotten,rotten,,
rough,rough,rough,,
"rough
coarse","rough, coarse","rough, coarse",,
"rough
prickly","rough, prickly","rough, prickly",,
"rough
troubled
scattered
messy","rough, troubled, scattered, messy, in pieces","rough, troubled, scattered, messy",in pieces,
round,round,round,,
"round
circular","round, circular","round, circular",,
row (N),row - in a,row - in a,,
rub,rub,rub,,
"rub
smear","rub, smear","rub, smear",,
"rub
wipe
wash","rub, wipe, wash","rub, wipe, wash",,
rubbed,rubbed,rubbed,,
"rubber
gum","rubber, gum","rubber, gum",,
rugged,rugged ??,rugged ??,,
ruin,ruin,ruin,,
"ruin
confuse","ruin, confuse","ruin, confuse",,
rumble,rumble,rumble,,
"run out
use up","run out, use up","run out, use up",,
approach,s'approcher,approach,,
deviate,s'écarter,deviate,,
story,sacred story,sacred story,,
"sacred
holy
spiritual
medicine","sacred, holy, spiritual, medicine","sacred, holy, spiritual, medicine",,
sad,sad,sad,,
"protruding
erect","saillant, en érection","protruding, erect",,
salt,salt,salt,,
salve (V),salve (put on),salve (put on),,
"same
similar","same, similar","same, similar",,
sand,sand,sand,,
,sans raquettes,without snowshoes,,
"sapped
worn out
exhausted","sapped, worn out, exhausted","sapped, worn out, exhausted",,
Sauk,Sauk,Sauk,,
,save food,save food,,
say,say,say,,
say,say so,say so,,
say,say so to,say so to,,
scab,scab,scab,,
scab,scabby,scabby,,
"scalp
dance",scalp dance,scalp dance,,
scarce,scarce,scarce,,
scare,scare,scare,,
scared,scared,scared,,
"scared
frightened
afraid","scared, frightened, afraid","scared, frightened, afraid",,
"scatter
splash","scatter, splash","scatter, splash",,
"scatter
sprinkle","scatter, sprinkle","scatter, sprinkle",,
scattered,épars,scattered,,
scattered,scattered,scattered,,
"scattered
distributed","scattered, distributed","scattered, distributed",,
scatter,"scattering, in all directions",scattering,in all directions,
"scoffingly
make fun
derisive","scoffingly, make fun, derisive","scoffingly, make fun, derisive",,
scoop,scoop,scoop,,
scrape,scrape,scrape,,
"scrape
crunch","scrape, crunch","scrape, crunch",,
"scrape
shave","scrape, shave","scrape, shave",,
scratch,scratch,scratch,,
mistake,se tromper,make a mistake,,
search,search,search,,
"search
seek","search for, seek","search for, seek",,
secretly,secretly,secretly,,
"secretly
stealthy","secretly, stealthy","secretly, stealthy",,
see,see,see,,
seek,seek,seek,,
seek,"seek, seek to","seek, seek to",,
"seek
want
stir","seek, want; stir","seek, want; stir",,
"seize
hold","seize, hold","seize, hold",,
sell,sell,sell,,
"sell
trade","sell, trade","sell, trade",,
"sense
perceive","sense, perceive","sense, perceive",,
"sensitive
weak","sensitive, weak","sensitive, weak",,
separate,separate,separate,LEX CAT?,
"separate (A)
aside","separate, aside","separate, aside",,
"separate (V)
divide","separate, divide; in two","separate, divide",in two,
"separate (V)
apart","separating, going apart","separating, going apart",,
separation,separation,separation,,
"separation
loss","separation, loss","separation, loss",,
"set apart
leave over","set apart, leave over","set apart, leave over",,
"set aside
set apart
exclude","set aside, set apart, exclude","set aside, set apart, exclude",,
,set fire,set fire,,
settlement,settlement,settlement,,
seven,seven,seven,,
sever,sever,sever,,
"sever
cut","sever, cut","sever, cut",,
"sever
cut through","sever, cut through","sever, cut through",,
,(severally) big,severally big,,
severed,severed,severed,,
sew,sew,sew,,
"shade
shadow","shade, shadow","shade, shadow",,
shady,shady,shady,,
shake,shake,shake,,
"shake
brush (V)
beat","shake, brush, beat","shake, brush, beat",,
"shake
startle","shake, startle","shake, startle",,
sharp,sharp,sharp,,
"sharp
sharpen",sharp(en),sharp(en),,
"sharpen
grind","sharpen, grind","sharpen, grind",,
shatter,"shatter, go to pieces",shatter,go to pieces,
sheep,sheep,sheep,,
shell,shell,shell,,
"shelter
cover","shelter, cover","shelter, cover",LEX CAT?,
"shelter
protect","shelter, protect, out of sight","shelter, protect",out of sight,
"shield
close off
around","shield, close off; obstruction to vision; around","shield, close off; around",obstruction to vision,
"shine
sparkle","shine, sparkle","shine, sparkle",,
"shitty
fecal","shitty, fecal","shitty, fecal",,
shoe,shoe,shoe,,
shoot,shoot,shoot,,
short,short,short,,
,"short time, short distance","short time, short distance",,
"short
shallow
grasp","short, shallow; grasp, hold fast","short, shallow; grasp",hold fast,
shortly,shortly,shortly,,
,shovel snow,shovel snow,,
,show feelings,show feelings,,
show off,show off,show off,,
"shut
close (V)","shut, close","shut, close",,
"shy
bashful","shy, bashful","shy, bashful",,
sick,sick,sick,,
"sick (V)
assail","sick, assail","sick, assail",,
"sick
sharp
fierce
dangerous","sick; sharp, fierce, dangerous","sick; sharp, fierce, dangerous",,
,side of body,side of body,,
sideways,sideways,sideways,,
sift,sift,sift,,
"sign
mark","sign, mark","sign, mark",,
sing,sing,sing,,
"sink (V)
immerse","sink, immerse","sink, immerse",,
sit,sit,sit,,
six,six,six,,
"sizzle
rustle","sizzle, rustle","sizzle, rustle",,
skill,skill,skill,,
skilled,skilled in …,skilled in …,,
skillful,skillful,skillful,,
skin,skin,skin,,
"skin (N)
clothing","skin, clothing","skin, clothing",,
"skin (N)
hide","skin, hide","skin, hide",,
"skin
stripped","skin, stripped","skin, stripped",LEX CAT FOR 'SKIN'?,
skunk,skunk,skunk,,
"sky
day","sky, day","sky, day",,
slay,slay,slay,,
"sled
vehicle","sled, vehicle","sled, vehicle",,
sleep,sleep,sleep,,
slender,slender,slender,,
"slide
slippery","slide, slippery","slide, slippery",,
"slightly
a little","slightly, sort of, a little","slightly, a little",sort of,
slip,slip,slip,,
slippery,slippery,slippery,,
"slippery
smooth","slippery, smooth","slippery, smooth",,
slit,slit,slit,,
sloppy,sloppy,sloppy,,
slow,slow,slow,,
"slow
late","slow, late","slow, late",,
slower,slower,slower,,
slowly,slowly,slowly,,
"slowly
carefully",slowly and carefully,"slowly, carefully",,
small,small,small,,
small,small (pl.),small (pl.),,
"small
little","small, little","small, little",,
smash,smash,smash,,
"smeared
streaked","smeared, streaked","smeared, streaked",,
smell,smell,smell,,
"smell
stink","smell, stink","smell, stink",,
smell,"smell, taste good",smell,taste good,
smoke,smoke,smoke,,
smoked,smoked,smoked,,
smooth,smooth,smooth,,
"smooth
stretched","smooth, stretched","smooth, stretched",,
sneak,sneak,sneak,,
sneak up,sneak up,sneak up,,
snow,snow,snow,,
so,so,so,,
,so big,so big,,
,so far,so far,,
,"so far, as far as, as much as","so far, as far as, as much as",,
,"so far, so long, ending there","so far, so long, ending there",,
,"so far, to completion","so far, to completion",,
,so far; up to; to such an extent,so far; up to; to such an extent,,
,(so) high,so high,,
,so high,so high,,
,so long ,so long ,,
,so many,so many,,
,so many ,so many ,,
,"so much, so far","so much, so far",,
,"so much, so many (rel.)","so much, so many (rel.)",,
,so much; so many,so much; so many,,
,so wide,so wide,,
,"so, thus","so, thus",,
so,so; to a certain place; in a certain way,so,to a certain place; in a certain way,
"soak
immerse","soak, immerse","soak, immerse",,
sock,sock,sock,,
soft,soft,soft,,
"soft
quiet
slow","soft, quiet, slow","soft, quiet, slow",,
soften,soften,soften,,
soil,soil,soil,,
sell out,épuisé,sold out,,
"solid
hard","solid, hard","solid, hard",,
"some
any","some, any","some, any",,
"some
wonder (V)",some...; I wonder...,some...; I wonder...,,
"someone
something","someone, something","someone, something",,
probe,sonder,probe,,
soon,soon,soon,,
sore,sore,sore,,
"sore
inflamed","sore, inflamed","sore, inflamed",,
"sore
sharpen","sore, sharpen","sore, sharpen",,
sort,sort,sort,,
,sortir,go to,,
sound,sound,sound,,
"sound
hearing","sound, hearing","sound, hearing",SHOULD THIS BE 'HEAR'?,
"sound
noise","sound, noise","sound, noise",,
sour,sour,sour,,
speak,speak,speak,,
"speak
pray","speak, pray","speak, pray",,
"speckled
freckled","speckled, freckled","speckled, freckled",,
speed,speed,speed,,
speedy,speedy,speedy,,
"spherical
lump
clump","spherical, lump, clump","spherical, lump, clump",,
spill,spill,spill,,
"spill
tip
pour","spill, tip, pour","spill, tip, pour",,
spirit,spirit,spirit,,
"spiritual
power",spiritual power,spiritual power,,
spit,spit,spit,,
splash,splash,splash,,
split,split,split,,
"split
branch off","split, branch off","split, branch off",,
"split
break open
half","split, break open, half","split, break open, half",,
"split
crack","split, crack","split, crack",,
split,"split, tear in two",split,tear in two,
"spoil
ruin
blow
down","spoil, ruin; blow; down","spoil, ruin; blow; down",,
spoon,spoon,spoon,,
spotted,spotted,spotted,,
spotted,spotted (white),spotted (white),,
"spotted
mottled","spotted, mottled","spotted, mottled",,
sprained,sprained,sprained,,
spread,spread,spread,,
spread,spread on,spread on,,
"spread out
distribute","spread out, distribute","spread out, distribute",,
springtime,springtime,springtime,,
sprinkle,sprinkle,sprinkle,,
squashed,squashed,squashed,,
squat,squat,squat,,
"squeak
squeaky","squeak, squeaky","squeak, squeaky",,
squeeze,squeeze,squeeze,,
"squeeze
squash","squeeze, squash","squeeze, squash",,
squeezed,squeezed,squeezed,,
stab,stab,stab,,
claim,stake claim,stake claim,,
"stake down
stake in","stake down, stake in","stake down, stake in",,
stand,stand,stand,,
star,star,star,,
start,start,start,,
start,start doing s.t.,start doing s.t.,,
"start
away","start, away","start, away",,
"start
move
begin","start, move, begin","start, move, begin",,
"start
set out","start, set out","start, set out",,
"start
wake up","start, wake up","start, wake up",IS THIS 'START' LIKE 'STARTLE'?,
"startle
awaken","start(le), awaken","startle, awaken",,
startle,startle,startle,,
"steady
stopped
motionless
stiff
firm","steady, stopped, motionless, stiff, firm","steady, stopped, motionless, stiff, firm",,
steal,steal,steal,,
"steal
sneak","steal, sneak","steal, sneak",,
stick,stick,stick,LEX CAT?,
"stick (V)
affix (V)
adhere","stick to, affix to, adhere to","stick to, affix to, adhere to",,
"sticking out
projecting","sticking out, projecting","sticking out, projecting",,
"sticking out
protruding
sprouted","sticking out, protruding; sprouted","sticking out, protruding; sprouted",,
sticky,sticky,sticky,,
stiff,stiff,stiff,,
still,still,still,WHICH MEANING?,
still (ADV),still doing s.t.,still doing s.t.,,
,still out,still out,,
,still out < fall,still out < fall,,
,"still out, fall","still out, fall",,
"still (ADV)
continue","still, continue","still, continue",,
"still (A)
unmoving","still, unmoving","still, unmoving",,
stink,stink,stink,,
stone,stone,stone,,
hammer,stone hammer,stone hammer,,
stop,stop,stop,,
stop,"stop and, stop to","stop and, stop to",,
store,store,store,,
"stormy
angry",stormy < act angry,stormy < act angry,,
"stormy
angry","stormy, act angry","stormy, act angry",,
"story
legend","story, legend","story, legend",,
straight,straight,straight,,
"straight
across",straight across,straight across,,
"straight
across",straight across (to the other side),straight across (to the other side),,
"straight
ahead",straight ahead,straight ahead,,
"straight
correctly","straight, correctly","straight, correctly",,
"straight
correctly
properly","straight, correctly, properly","straight, correctly, properly",,
straight,"straight, pretty",straight,pretty,WHAT SENSE OF PRETTY?
"straight
right (ADV)
properly","straight, right, properly","straight, right, properly",,
strange,strange,strange,,
stray,stray,stray,,
stretch,stretch,stretch,,
stretch out,stretch out,stretch out,,
"stretch
long","stretch, long","stretch, long",,
"stretch
stretchy","stretch, stretchy","stretch, stretchy",,
strict,strict,strict,,
strike,strike,strike,,
"strike
beat","strike, beat","strike, beat",,
string,string,string,,
striped,striped,striped,,
stripped,stripped,stripped,,
"stroke
rub","stroke, rub","stroke, rub",,
strong,strong,strong,,
taste,strong taste,strong taste,,
"strong
active
firm","strong, active, firm","strong, active, firm",,
"strong
hard","strong, hard","strong, hard",,
"strong
hard
tough","strong, hard, tough","strong, hard, tough",,
stubborn,stubborn,stubborn,,
"stubby
blunt","stubby, blunt","stubby, blunt",,
stuck,stuck,stuck,,
"stuck
transgress","stuck, transgress","stuck, transgress",,
"stuck
evil
retribution","stuck; evil, retribution","stuck; evil, retribution",,
"stumble
uncoordinated","stumble, uncoordinated","stumble, uncoordinated",,
submerge,submerge,submerge,,
submit,submit ??,submit ??,,
"subside
diminish","subside, diminish","subside, diminish",,
succession,succession,succession,,
such,such,such,,
"meanwhile
still (ADV)",such an extent; meanwhile; still,meanwhile; still,such an extent,
,"such degree, such amount","such degree, such amount",,
"such
manner
way","such, manner, way","such, manner, way",,
"such
so","such, so, that way","such, so",that way,
suck,suck,suck,,
suckle,suck at the breast,suck at the breast,,
suckle,suckle,suckle,,
suddenly,suddenly,suddenly,,
suffer,suffer,suffer,,
sufficient,sufficient,sufficient,,
sugar,sugar,sugar,,
"sulk
dissatisfied","sulk, dissatisfied","sulk, dissatisfied",,
summer,summer,summer,,
sun,sun,sun,,
"sun
moon
month","sun, moon, month","sun, moon, month",,
superimposed,superposé,superimposed,,
"support
trust","support, trust","support, trust",,
"self-confident
mature","sûr de soi, mature","self-confident, mature",,
,sur le dos,on the back,,
"surface
shallow","surface, shallow","surface, shallow",,
surpass,"surpass, too much",surpass,too much,
"surprise
strange","surprise, strange","surprise, strange",,
"surround
cover","surround, cover","surround, cover",,
surrounding,surrounding something,surrounding something,,
"susceptible
sensitive","susceptible, sensitive","susceptible, sensitive",,
suspect,suspect,suspect,,
"swaddle
wrap","swaddle, wrap","swaddle, wrap",,
swallow,swallow,swallow,,
"swallow (V)
throat","swallow, throat","swallow, throat",,
swamp,swamp,swamp,,
sweat,sweat,sweat,,
sweat bath,sweat bath,sweat bath,,
"sweep
chop","sweep, chop","sweep, chop",,
"sweep
away",sweep/away,"sweep, away",,
sweet,sweet,sweet,,
"sweet
salty
aching","sweet, salty; in dull pain, aching","sweet, salty; aching",in dull pain,
"sweet
sour","sweet, sour","sweet, sour",,
swell,swell,swell,,
swing,swing,swing,LEX CAT?,
"swing (V)
wave","swing, wave","swing, wave",,
"switch (V)
exchange","switch, exchange","switch, exchange",,
swollen,swollen,swollen,,
"swollen
knock",swollen; knock,swollen; knock,,
sympathetic,sympathetic,sympathetic,,
take,take,take,,
take away,take animate object away,take away,,
"take apart
take off
loosen
undo","take apart, take off, loosen, undo","take apart, take off, loosen, undo",,
take hold,take hold,take hold,,
take off,take off,take off,,
"take off
doff","take off, doff","take off, doff",,
"take out
move","take out, move","take out, move",,
"take
catch
receive","take, catch, receive","take, catch, receive",,
"take
get","take, get","take, get",,
"take
pick up","take, pick up","take, pick up",,
talk,talk,talk,,
"talk
speak","talk, speak","talk, speak",,
tall,tall,tall,,
"tallow
fat (N)","tallow, animal fat","tallow, animal fat",,
tame,tame,tame,,
tangled,tangled,tangled,,
,tant,"so many, so much",,
taper,tapering at base,tapering at base,,
"tattered
riotous
loudly","tattered, riotous, loudly","tattered, riotous, loudly",,
tear,tear,tear,,
tell,tell,tell,,
temporary,temporary,temporary,,
ten,ten,ten,,
ten,ten in number,ten in number,,
"tend to
seek to","tend to, seek to","tend to, seek to",,
"tent
pole",tent pole,tent pole,,
"terminate
end
rid of","terminate, end, be rid of","terminate, end, rid of",,
test,test,test,,
"test
try","test, try","test, try",,
upside down,tête en bas ,upside down,,
,that way,that way,,
,"(that) way, (so)","that way, (so)",,
"taste
flavor","the taste, flavor of a thing","taste, flavor",,
"then
there","then, there","then, there",,
"thence
therefore","thence, from there, therefore","thence, therefore",from there,
"thence
therefore","thence, therefore","thence, therefore",,
there,there,there,,
there,"there, at that place",there,at that place,
there,"there, at that place (rel.)",there,at that place (rel.),
,"there, far from reference point","there, far from reference point",,
there,"there, over there","there, over there",,
there,there; for such a time,there,for such a time,
thick,thick,thick,,
"thick
dense","thick, dense","thick, dense",,
thin,thin,thin,,
"thin
flat","thin, flat","thin, flat",,
"thin
flat","thin, flattened","thin, flattened",,
"think
decide","think, decide","think, decide",,
"think
decide
know","think, decide, know","think, decide, know",,
,this selfsame,this selfsame,,
,this way,this way,,
,this way (cataph.),this way (cataph.),,
thistle,thistle,thistle,,
thither,thither,thither,,
"thither
thus","thither, thus","thither, thus",,
"thither
thus","thither, thus (of plural objects)","thither, thus (of plural objects)",,
"thither
thus
so","thither, thus, so","thither, thus, so",,
"thorn
rose","thorn, rose","thorn, rose",,
thorny,thorny,thorny,,
thread,thread,thread,LEX CAT?,
"thread (V)
replace",thread through; replace,thread; replace,,
three,three,three,,
"throb
ache","throb, ache","throb, ache",,
through,through,through,,
through,through an opening,through an opening,,
,through frozen surface,through frozen surface,,
through,through him/it,through,,
through,through opening,through opening,,
through,"through, as in transparent objects","through, as in transparent objects",,
through,"through, by a passage, hole, tunnel, etc.","through, by a passage, hole, tunnel, etc.",,
through,"through, by passing among or between multiple objects","through, by passing among, between multiple objects",,
through,"through, by penetration","through, by penetration",,
through,"through, by piercing an object or surface","through, by piercing an object, surface",,
"through
during
while
among","through, during, among","through, during, among",,
through,"through, through him/it",through,,
throw away,throw away,throw away,,
"throw
fling","throw, fling","throw, fling",,
thunder,thunder,thunder,,
thunderer,thunderer,thunderer,,
thus,thus,thus,,
"thus
so","thus, so","thus, so",,
"thus
so
there","thus, so, there","thus, so, there",,
thus,"thus, that way",thus,"thus, that way",
"thus
thither","thus, thither","thus, thither",,
"thus
thither",thus; to there,thus,to there,
tidy,tidy,tidy,,
tie,tie,tie,,
tie,tie around,tie around,,
,(tie) fast,tie fast,,
tight,tight,tight,,
,tight fit,tight fit,,
"tight
tightly",tight(ly),tight(ly),,
